mid_la,mid_lo,start_la,start_lo,end_la,end_lo,azimuth
39.773565,-7.89047125,39.7716942,-7.890233,39.7754358,-7.8907095,-5.6122647037049
39.77702775,-7.8909122499999995,39.7754358,-7.8907095,39.7786197,-7.891115,-5.612337086756051
39.77957765,-7.891237,39.7786197,-7.891115,39.7805356,-7.891359,-5.611994945463667
39.7826,-7.89080205,39.7805356,-7.891359,39.7846644,-7.8902451,11.757928193284199
39.78607435,-7.8898647,39.7846644,-7.8902451,39.7874843,-7.8894843,11.757839404673321
39.79072455,-7.88861,39.7874843,-7.8894843,39.7939648,-7.8877357,11.75793323256051
39.794814599999995,-7.8875064,39.7939648,-7.8877357,39.7956644,-7.8872771,11.757802245708746
39.7977985,-7.88670125,39.7956644,-7.8872771,39.7999326,-7.8861254,11.757272118666489
39.8010665,-7.8858194,39.7999326,-7.8861254,39.8022004,-7.8855134,11.758267709154374
39.80439105,-7.8849222,39.8022004,-7.8855134,39.8065817,-7.884331,11.757916518773223
39.806828100000004,-7.8840369,39.8065817,-7.884331,39.8070745,-7.8837428,42.631535470689585
